1.bmp,3.69834
2.bmp,3.67825
3.bmp,3.68039
4.bmp,3.68526
5.bmp,3.66079
6.bmp,3.67016
7.bmp,3.678
8.bmp,3.68696
9.bmp,3.67905
10.bmp,3.67905
